path,w,h,kb,mode,top1,top8,ncolors,sat
DAPR-2010--Core_Recording/_unused/ASP4816_Strip_Input_Manual_Drawing.png,1006,2350,76,RGBA,0.507,0.997,28,0.01
DAPR-2010--Core_Recording/Console_Operation/ASP4816_Connector_Panel.png,1600,548,274,RGB,0.8,0.956,84,0.045
DAPR-2010--Core_Recording/Console_Operation/Headphone_Mix_Flow.png,1896,830,188,RGBA,0.957,0.979,198,0.007
DAPR-2010--Core_Recording/Console_Operation/Wiki_Banner.png,1600,500,765,RGB,0.46,0.828,284,0.026
DAPR-2010--Core_Recording/Console_Operation/ASP4816_Typical_Configuration.png,1600,1164,1101,RGBA,0.686,0.751,511,0.05
DAPR-2010--Core_Recording/Console_Operation/Headphone_Mix_Flow_Alt.png,1896,830,218,RGBA,0.957,0.979,199,0.007
DAPR-2010--Core_Recording/Console_Operation/Pre_versus_Post_Fader_Send.png,792,1282,78,RGBA,0.827,0.956,522,0.03
DAPR-2010--Core_Recording/Console_Operation/Troubleshooting_Order.png,1070,1470,582,RGBA,0.914,0.953,320,0.014
DAPR-2010--Core_Recording/Console_Operation/Troubleshooting_Order_Alt.png,1070,1470,669,RGBA,0.913,0.953,322,0.014
DAPR-2010--Core_Recording/Console_Operation/ASP4816_Block_Diagram_Full.png,1600,1158,519,RGB,0.375,0.872,579,0.058
DAPR-2010--Core_Recording/Auxiliary_Resources/Wiki_Banner.png,1600,500,475,P,0.113,0.502,144,0.121
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Auxiliaries_Classic.png,1601,888,203,RGB,0.881,0.955,83,0.006
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Short_Fader_Alt.png,1006,3616,32,P,0.809,0.998,24,0.006
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Auxiliaries.png,1600,873,608,RGB,0.727,0.838,83,0.004
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Input_Classic.png,1601,555,104,RGB,0.508,0.964,70,0.012
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Routing.png,1600,778,273,RGB,0.658,0.833,87,0.007
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Equalizers_Classic.png,1601,926,232,RGB,0.9,0.96,70,0.005
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Long_Fader_Classic.png,1601,1259,104,RGB,0.865,0.98,83,0.005
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Long_Fader.png,1600,918,274,RGB,0.804,0.915,103,0.004
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Equalizers_Alt.png,1006,3649,179,RGBA,0.933,0.996,21,0.006
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Block_Diagram.png,1600,1094,482,RGBA,0.514,0.891,763,0.057
DAPR-2010--Core_Recording/Console_Signal_Flow/Wiki_Banner.png,1600,500,495,RGB,0.922,0.974,150,0.007
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Short_Fader.png,1600,886,314,RGB,0.743,0.882,114,0.006
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Long_Fader_Alt.png,1015,5543,76,RGBA,0.866,0.999,18,0.007
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Input.png,1600,1108,470,RGB,0.836,0.915,205,0.008
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Routing_Classic.png,1601,454,58,RGB,0.846,0.965,65,0.018
DAPR-2010--Core_Recording/Console_Signal_Flow/Audient_Console_Rear_Panel.png,1890,1149,142,P,0.749,0.981,60,0.0
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Equalizers.png,1600,901,734,RGB,0.662,0.831,267,0.052
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Short_Fader_Classic.png,1601,812,85,RGB,0.845,0.968,78,0.019
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Routing_Alt.png,1011,1900,18,P,0.854,0.999,29,0.013
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Full_Panel.png,1600,1182,962,RGBA,0.664,0.901,161,0.003
DAPR-2010--Core_Recording/Console_Signal_Flow/One_Microphone_Every_Stage.png,1500,586,111,RGBA,0.877,0.938,572,0.038
DAPR-2010--Core_Recording/Console_Signal_Flow/ASP4816_Strip_Auxiliaries_Alt.png,1006,3995,181,RGBA,0.914,0.996,24,0.007
DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Punch_and_Playlists.png,1672,941,296,RGBA,0.699,0.949,214,0.006
DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Pro_Tools_Mix_Window.png,1082,1366,811,RGBA,0.443,0.722,849,0.028
DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Wiki_Banner.png,1600,500,370,P,0.219,0.566,142,0.577
DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Punch_In_With_Pre_and_Post_Roll.png,1232,601,51,RGBA,0.802,0.971,414,0.122
DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Pro_Tools_Edit_Window.png,1153,970,742,RGBA,0.469,0.607,1571,0.077
DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Pro_Tools_Record_Arm_Controls.png,812,1122,138,RGBA,0.738,0.86,1580,0.042
DAPR-2010--Core_Recording/Pro_Tools_for_Tracking/Punch_and_Playlists_Alt.png,1672,941,418,RGBA,0.699,0.949,213,0.006
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Session_Folder.png,1320,897,288,RGBA,0.922,0.959,243,0.017
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Session_Folder_Alt.png,1672,941,323,RGBA,0.942,0.969,219,0.014
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Pro_Tools_Playback_Engine.png,1023,1402,190,RGB,0.754,0.931,100,0.003
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Wiki_Banner.png,1600,500,413,P,0.172,0.604,190,0.801
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Sample_Rate_Bit_Depth_Alt.png,1774,887,513,RGBA,0.9,0.935,459,0.014
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Air_to_File_Alt.png,1896,830,229,RGBA,0.948,0.967,275,0.016
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Sample_Rate_Bit_Depth.png,1600,700,117,RGBA,0.945,0.982,113,0.004
DAPR-2010--Core_Recording/The_Digital_Recording_Process/Air_to_File.png,1889,310,193,RGBA,0.873,0.91,271,0.036
DAPR-2010--Core_Recording/Attendance_and_Participation/Attendance_Banner.png,1600,500,541,P,0.125,0.503,166,0.322
DAPR-2010--Core_Recording/Miking_Techniques/Titled_Leakage_Path_Spacing_Diagram.png,1600,640,60,RGBA,0.974,0.989,113,0.007
DAPR-2010--Core_Recording/Miking_Techniques/Three_to_One_Rule.png,1672,941,203,RGBA,0.965,0.977,228,0.014
DAPR-2010--Core_Recording/Miking_Techniques/Phase_Versus_Polarity_Alt.png,1774,887,390,RGBA,0.915,0.946,328,0.036
DAPR-2010--Core_Recording/Miking_Techniques/Wiki_Banner.png,1600,500,406,P,0.21,0.566,176,0.589
DAPR-2010--Core_Recording/Miking_Techniques/Coincident_Arrays_Alt.png,1895,830,299,RGBA,0.945,0.975,180,0.006
DAPR-2010--Core_Recording/Miking_Techniques/Snare_Top_and_Bottom_Polarity.png,1472,872,102,RGBA,0.941,0.979,438,0.037
DAPR-2010--Core_Recording/Miking_Techniques/Phase_versus_Polarity.png,1774,887,378,RGBA,0.915,0.947,325,0.036
DAPR-2010--Core_Recording/Miking_Techniques/Untitled_Leakage_Path_Spacing_Diagram.png,1600,800,39,RGBA,0.98,0.995,99,0.011
DAPR-2010--Core_Recording/Miking_Techniques/Array_Panels_with_Drawn_Microphones.png,1600,700,675,RGBA,0.927,0.95,302,0.018
DAPR-2010--Core_Recording/Miking_Techniques/Coincident_Arrays.png,1600,700,161,RGBA,0.959,0.975,110,0.007
DAPR-2010--Core_Recording/Final_Exam/Final_Study_Guide_Banner.png,1600,500,501,P,0.047,0.312,119,0.512
DAPR-2010--Core_Recording/Gain_Staging/Decibel_Scales.png,1513,1039,184,RGBA,0.964,0.984,198,0.007
DAPR-2010--Core_Recording/Gain_Staging/Wiki_Banner.png,1600,500,608,RGB,0.755,0.947,167,0.044
DAPR-2010--Core_Recording/Gain_Staging/Decibel_Scales_Aligned_at_Nominal.png,1600,900,716,RGBA,0.937,0.975,233,0.007
DAPR-2010--Core_Recording/Gain_Staging/Headroom_Noise_Floor_Alt.png,1586,992,212,RGBA,0.914,0.971,128,0.04
DAPR-2010--Core_Recording/Gain_Staging/Headroom_Noise_Floor.png,1586,992,185,RGBA,0.914,0.971,128,0.04
DAPR-2010--Core_Recording/Gain_Staging/Meter_Alignment_Scales.png,1083,794,56,RGBA,0.867,0.974,473,0.018
DAPR-2010--Core_Recording/Gain_Staging/Decibel_Scales_with_Headroom_Bracket.png,1600,870,108,RGBA,0.972,0.987,100,0.003
DAPR-3255--Audio_Hardware_II/Networking__Subnets_and_Address_Ranges/Facility_Subnet_Plan.png,1192,561,73,RGBA,0.647,0.941,110,0.059
DAPR-3255--Audio_Hardware_II/Networking__Subnets_and_Address_Ranges/Slash_26_Blocks_of_64.png,1219,517,58,RGBA,0.57,0.979,199,0.349
DAPR-3255--Audio_Hardware_II/Course_Orientation/Graded_Points_By_Area.png,1500,585,66,RGBA,0.829,0.979,37,0.096
DAPR-3255--Audio_Hardware_II/Course_Orientation/Points_By_Course_Area.png,1500,540,62,RGBA,0.816,0.985,35,0.116
DAPR-3255--Audio_Hardware_II/Course_Orientation/Course_Sequence_Prerequisites.png,1227,399,46,RGBA,0.585,0.966,186,0.054
DAPR-3255--Audio_Hardware_II/Course_Orientation/Term_Schedule_Gantt.png,1800,930,124,RGBA,0.867,0.971,45,0.027
DAPR-3255--Audio_Hardware_II/Course_Orientation/Grade_Weighting.png,1180,615,51,RGBA,0.838,0.99,104,0.111
DAPR-3255--Audio_Hardware_II/Course_Orientation/Term_Schedule_Spring_2027.png,1800,1110,165,RGBA,0.865,0.972,51,0.036
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Opposing_Arrows_and_Vertical_Measure.png,1600,900,649,RGBA,0.719,0.884,555,0.126
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Inline_Tap_and_Mirror_Port_Wiring.png,1600,900,456,RGBA,0.809,0.929,448,0.037
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Block_Clusters_With_Tube_Junctions.png,1600,900,594,RGBA,0.749,0.799,1092,0.151
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Expanding_Arrows_Halting_Along_Hop_Chain.png,1600,900,374,RGBA,0.944,0.966,306,0.019
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Staircase_of_Six_Colored_Slabs.png,1600,900,909,RGBA,0.546,0.635,828,0.357
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Echo_Request_and_Reply_Timing.png,1600,900,289,RGBA,0.93,0.965,209,0.02
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Flowchart_of_Diamonds_and_Outcomes.png,1600,900,368,RGBA,0.905,0.967,399,0.065
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Wide_Source_Block_With_Converging_Arrows.png,1600,900,740,RGBA,0.697,0.824,922,0.256
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Broadcast_Question_and_Single_Reply.png,1600,900,502,RGBA,0.843,0.947,483,0.079
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Fanned_Orange_Arrows_and_Green_Return.png,1600,900,821,RGBA,0.706,0.826,958,0.199
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Blue_Diamonds_Branching_to_Grey_Blocks.png,1600,900,467,RGBA,0.85,0.888,603,0.078
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Six_Rung_Ladder_With_Tool_Labels.png,1600,900,511,RGBA,0.8,0.918,537,0.115
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Green_Arrows_Bursting_Against_Posts.png,1600,900,539,RGBA,0.819,0.912,603,0.057
DAPR-3255--Audio_Hardware_II/Networking__Network_Diagnostics/Mirror_Against_Tap.png,1600,900,557,RGBA,0.762,0.831,423,0.105
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Three_Circle_Venn_With_Shared_Center.png,1600,900,343,RGBA,0.928,0.968,395,0.043
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Four_Blue_Cubes_Linked_in_Line.png,1600,900,560,RGBA,0.741,0.856,451,0.179
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Star_Wired_Devices_With_Subscription_Arrows.png,1600,900,517,RGBA,0.801,0.939,374,0.06
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Layer_Bars_With_Protocol_Pills.png,1600,900,523,RGBA,0.81,0.946,382,0.121
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Exploded_Slabs_With_White_Markers.png,1600,900,982,RGBA,0.495,0.621,819,0.333
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Descending_Labeled_Bandwidth_Bars.png,1600,900,210,RGBA,0.851,0.98,173,0.109
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Daisy_Chained_Boxes_and_No_Switch.png,1600,900,446,RGBA,0.896,0.951,252,0.042
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Scatter_Plot_of_Latency_and_Channels.png,1600,900,222,RGBA,0.953,0.974,181,0.011
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Isometric_Hub_With_Glowing_Arcs.png,1600,900,941,RGBA,0.681,0.76,1043,0.112
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Colored_Spheres_on_Grid_Plane.png,1600,900,960,RGBA,0.565,0.871,695,0.036
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Overlapping_Translucent_Colored_Spheres.png,1600,900,919,RGBA,0.643,0.66,3151,0.238
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Cutaway_Pipe_With_Green_Core.png,1600,900,866,RGBA,0.582,0.686,357,0.129
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Black_Block_With_Three_Segmented_Cables.png,1600,900,693,RGBA,0.684,0.793,902,0.171
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Three_Pipes_of_Decreasing_Diameter.png,1600,900,830,RGBA,0.403,0.501,921,0.46
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Source_Splitting_into_Three_Streams.png,1600,900,482,RGBA,0.815,0.948,415,0.122
DAPR-3255--Audio_Hardware_II/Networking__Industry_Network_Audio_Protocols/Split_Bandwidth_Bar_Above_Switch_Row.png,1600,900,537,RGBA,0.752,0.937,249,0.081
DAPR-3255--Audio_Hardware_II/Electronics/Solder_Joint_Macro.jpg,1600,900,1809,RGB,0.029,0.16,1614,0.444
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Battery.png,700,247,42,RGBA,0.891,0.939,639,0.059
DAPR-3255--Audio_Hardware_II/Electronics/Flat_Line_and_Sine_Graphs.png,1600,900,196,RGBA,0.965,0.985,151,0.01
DAPR-3255--Audio_Hardware_II/Electronics/Straight_and_Wavy_Extruded_Ribbons.png,1600,900,444,RGBA,0.786,0.872,376,0.054
DAPR-3255--Audio_Hardware_II/Electronics/Talkback_Box_Kit_Contents.jpg,1000,1047,165,RGB,0.184,0.592,1129,0.039
DAPR-3255--Audio_Hardware_II/Electronics/Grey_Mannequins_With_Glowing_Paths.png,1600,900,758,RGBA,0.739,0.821,1051,0.045
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Resistor.png,700,204,61,RGBA,0.836,0.869,872,0.068
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Switch_Spst.png,700,300,52,RGB,0.836,0.919,511,0.087
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_FET.png,700,311,148,RGBA,0.859,0.897,669,0.06
DAPR-3255--Audio_Hardware_II/Electronics/Rendered_Slab_With_Bubbles_and_Spheres.png,1600,900,989,RGBA,0.577,0.667,1281,0.263
DAPR-3255--Audio_Hardware_II/Electronics/Transistor_Schematic_With_Four_Resistors.png,1600,900,142,RGBA,0.975,0.99,97,0.003
DAPR-3255--Audio_Hardware_II/Electronics/Sharp_Knee_Rolloff_Curve_Trio.png,1600,900,388,RGBA,0.874,0.903,703,0.087
DAPR-3255--Audio_Hardware_II/Electronics/Talkback_Box_XLR_Female_Jack.jpg,1600,1200,294,RGB,0.03,0.141,1188,0.269
DAPR-3255--Audio_Hardware_II/Electronics/Capacitor_Electrolytic_Cutaway.jpg,1536,1024,325,RGB,0.49,0.628,1980,0.125
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Opamp.png,700,261,50,RGBA,0.912,0.957,371,0.049
DAPR-3255--Audio_Hardware_II/Electronics/Constant_Q_Against_Proportional_Q.png,1600,900,599,RGBA,0.756,0.864,546,0.2
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Ground.png,700,247,53,RGB,0.824,0.875,612,0.06
DAPR-3255--Audio_Hardware_II/Electronics/Early_Peaking_Gradual_Rolloff_Curves.png,1600,900,485,RGBA,0.848,0.892,901,0.079
DAPR-3255--Audio_Hardware_II/Electronics/Talkback_Box_Assembled.jpg,1230,1520,219,RGB,0.07,0.3,487,0.385
DAPR-3255--Audio_Hardware_II/Electronics/Rendered_Resistors_and_Transistor_Disc.png,1600,900,305,RGBA,0.918,0.935,684,0.034
DAPR-3255--Audio_Hardware_II/Electronics/Peak_P2p_RMS_Voltage.jpg,1600,900,323,RGB,0.264,0.624,1933,0.265
DAPR-3255--Audio_Hardware_II/Electronics/Close_Up_of_Soldered_Connector_Lugs.jpg,1390,1670,405,RGB,0.02,0.137,1251,0.254
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Transformer.png,700,236,73,RGBA,0.859,0.911,505,0.068
DAPR-3255--Audio_Hardware_II/Electronics/Resistors_Assorted_Types.jpg,796,966,112,RGB,0.159,0.67,1846,0.07
DAPR-3255--Audio_Hardware_II/Electronics/Three_BJT_Amplifier_Configs.jpg,1564,1006,278,RGB,0.259,0.732,1606,0.249
DAPR-3255--Audio_Hardware_II/Electronics/Wave_Ribbon_With_Measurement_Arrows.png,1600,900,476,RGBA,0.845,0.898,788,0.069
DAPR-3255--Audio_Hardware_II/Electronics/Filter_Q_Against_Bandwidth.png,1600,900,511,RGBA,0.823,0.863,828,0.122
DAPR-3255--Audio_Hardware_II/Electronics/Breadboard_Internal_Connections.png,1600,900,869,RGBA,0.548,0.806,595,0.079
DAPR-3255--Audio_Hardware_II/Electronics/Current_Path_Through_Body.jpg,1600,900,48,RGB,0.902,0.924,1257,0.024
DAPR-3255--Audio_Hardware_II/Electronics/5-Pin_DIN_Female_to_Female_MIDI.png,1024,1024,348,RGBA,0.812,0.923,199,0.006
DAPR-3255--Audio_Hardware_II/Electronics/Red_Node_Merging_Rendered_Resistor_Inputs.png,1600,900,629,RGBA,0.75,0.869,391,0.066
DAPR-3255--Audio_Hardware_II/Electronics/Body_Outlines_With_Current_Paths.png,1600,900,461,RGBA,0.922,0.954,326,0.012
DAPR-3255--Audio_Hardware_II/Electronics/Rendered_Triangles_With_Banded_Resistors.png,1600,900,123,RGBA,0.924,0.978,180,0.042
DAPR-3255--Audio_Hardware_II/Electronics/Talkback_Box_DIN_Solder_Joints.jpg,1600,1200,313,RGB,0.031,0.163,1197,0.154
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Capacitor.png,700,247,65,RGBA,0.863,0.9,946,0.064
DAPR-3255--Audio_Hardware_II/Electronics/Aluminum_Panel_With_Three_Connectors.jpg,1600,1200,361,RGB,0.021,0.135,1518,0.27
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Diode.png,700,571,139,RGBA,0.725,0.798,895,0.099
DAPR-3255--Audio_Hardware_II/Electronics/Symbol_Inductor.png,700,543,100,RGB,0.876,0.904,934,0.047
DAPR-3255--Audio_Hardware_II/Electronics/Two_Labeled_Amplifier_Schematics.png,1600,900,266,RGBA,0.945,0.979,176,0.01
DAPR-3255--Audio_Hardware_II/Electronics/Good_vs_Cold_Solder_Joint.jpg,1536,1024,341,RGB,0.216,0.507,2039,0.394
DAPR-3255--Audio_Hardware_II/Electronics/Sine_Wave_With_Amplitude_Reference_Lines.png,1600,900,274,RGBA,0.954,0.973,394,0.022
DAPR-3255--Audio_Hardware_II/Electronics/Virtual_Ground_Node_and_Three_Inputs.png,1600,900,233,RGBA,0.956,0.98,187,0.009
DAPR-3255--Audio_Hardware_II/Electronics/Parametric_EQ_Boost_and_Cut.png,1600,900,706,RGBA,0.766,0.847,655,0.15
DAPR-3255--Audio_Hardware_II/Electronics/Talkback_Box_Panel_Connectors.jpg,1600,1200,264,RGB,0.018,0.087,1504,0.292
DAPR-3255--Audio_Hardware_II/Electronics/Doped_Blocks_and_Depletion_Gap.png,1600,900,515,RGBA,0.728,0.967,245,0.195
DAPR-3255--Audio_Hardware_II/Electronics/Frequency_Scaling.png,1600,900,299,RGBA,0.895,0.943,316,0.032
DAPR-3255--Audio_Hardware_II/Networking__Network_Configuration_and_Control/Rounded_Cubes_and_Orange_Arrows.png,1600,900,663,RGBA,0.729,0.839,861,0.156
DAPR-3255--Audio_Hardware_II/Networking__Network_Configuration_and_Control/Hand_Labeled_Devices_Versus_Central_Server.png,1600,900,446,RGBA,0.89,0.951,233,0.042
DAPR-3255--Audio_Hardware_II/Networking__Network_Configuration_and_Control/Box_Chain_With_Return_Arc.png,1600,900,322,RGBA,0.881,0.976,390,0.074
DAPR-3255--Audio_Hardware_II/Networking__Network_Configuration_and_Control/Client_and_Server_Four_Message_Exchange.png,1600,900,269,RGBA,0.93,0.961,240,0.028
DAPR-3255--Audio_Hardware_II/Networking__Network_Configuration_and_Control/Separate_Knobs_Versus_Shared_Manifold.png,1600,900,856,RGBA,0.67,0.799,1273,0.115
DAPR-3255--Audio_Hardware_II/Networking__Network_Configuration_and_Control/Alternating_Arrows_Between_Two_Posts.png,1600,900,795,RGBA,0.626,0.846,579,0.181
DAPR-3255--Audio_Hardware_II/Networking__Network_Configuration_and_Control/Managed_vs_Unmanaged_Switch.png,1600,900,459,RGBA,0.789,0.94,304,0.07
DAPR-3255--Audio_Hardware_II/Electronics__Transistor_Biasing_and_Breadboarding/Meter_Voltage_Current_Resistance.png,1192,445,52,RGBA,0.92,0.959,92,0.03
DAPR-3255--Audio_Hardware_II/Electronics__Transistor_Biasing_and_Breadboarding/Common_Emitter_DC_Voltages.png,1248,609,44,RGBA,0.865,0.989,35,0.043
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Straight_Through_vs_Crossover.png,1600,900,559,RGBA,0.872,0.929,247,0.02
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Exploded_Stack_of_Seven_Slabs.png,1600,900,823,RGBA,0.605,0.683,973,0.308
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Layer_1_Point_to_Point_vs_Switched.png,1192,561,47,RGBA,0.716,0.963,126,0.052
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Switch_Table_and_Forwarded_Path.png,1600,900,357,RGBA,0.825,0.956,168,0.008
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Orange_Sphere_Bridging_Two_Plates.png,1600,900,596,RGBA,0.778,0.822,854,0.169
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/T568a_T568b_Pin_Order.png,1600,900,493,RGBA,0.808,0.916,318,0.134
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Seven_Colored_Layers_Labeled_in_Order.png,1600,900,597,RGBA,0.712,0.865,559,0.205
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Two_Arrow_Ladders_With_Dropped_Packet.png,1600,900,379,RGBA,0.916,0.947,326,0.023
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/OSI_Stack_Layer_6_Presentation.png,1192,769,101,RGBA,0.783,0.976,52,0.004
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Two_Subnet_Groups_and_Central_Router.png,1600,900,365,RGBA,0.887,0.938,412,0.049
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Cube_Tray_With_Missing_Piece.png,1600,900,509,RGBA,0.815,0.856,592,0.066
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/OSI_Stack_Layers_5_to_7.png,1192,769,103,RGBA,0.784,0.974,79,0.012
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Analog_Snake_vs_Network.png,1600,900,548,RGBA,0.859,0.95,250,0.009
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/Green_Pipe_Arching_Between_Cubes.png,1600,900,922,RGBA,0.617,0.807,390,0.045
DAPR-3255--Audio_Hardware_II/Networking__Foundations_of_Audio_Networking/OSI_Stack_Layer_7_Application.png,1192,769,100,RGBA,0.784,0.976,54,0.004
DAPR-3255--Audio_Hardware_II/Networking__IP_Addressing/Stacked_Bars_Split_into_Usable_Halves.png,1600,900,673,RGBA,0.623,0.949,323,0.297
DAPR-3255--Audio_Hardware_II/Networking__IP_Addressing/Three_Segment_Extruded_Bar.png,1600,900,419,RGBA,0.781,0.881,546,0.152
DAPR-3255--Audio_Hardware_II/Networking__IP_Addressing/Labeled_Range_Bars_of_Increasing_Length.png,1600,900,288,RGBA,0.883,0.966,291,0.086
